OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8KD87D,LOC105840329,LOC552022,FBpp0079480,Zinc finger CCCH-type with G patch domain-containing protein
EOG8KD87D,LOC105840329,LOC100578451,FBpp0079480,Zinc finger CCCH-type with G patch domain-containing protein
EOG8X3JQ0,LOC105834574,LOC413391,FBpp0073489,CG11085
EOG8P2RQC,LOC105832818,LOC100576953,FBpp0085062,AT13467p
EOG8RNCWJ,LOC105830416,LOC413390,FBpp0073367,LD35151p
EOG81C8H4,LOC105833681,LOC413389,FBpp0073578,MAPKK (2.7.12.2)
EOG8BP30H,LOC105833682,LOC413388,FBpp0305207,"G9a, isoform B"
EOG8DFR88,LOC105833674,Cac,FBpp0089047,DmCa1D
EOG8DFR88,LOC105833674,Cac,FBpp0298326,Voltage-dependent calcium channel type A subunit alpha-1
EOG8J6TD6,LOC105838247,LOC408763,FBpp0073942,Homeobox protein extradenticle
EOG83BPCG,LOC105839113,LOC100577300,FBpp0083263,Surfeit locus protein 6 homolog
EOG8MGTXD,LOC105839114,LOC551850,FBpp0303356,"CG43740, isoform B"
EOG8XD5C4,LOC105835063,LOC410967,FBpp0088917,"Early gene at 23, isoform C"
EOG8XD5C4,LOC105836438,LOC410967,FBpp0088917,"Early gene at 23, isoform C"
EOG87M3K8,LOC105841050,LOC551043,FBpp0071397,"CG32683, isoform A"
EOG87M3K8,LOC105828635,LOC551043,FBpp0071397,"CG32683, isoform A"
EOG8SBGJQ,LOC105837773,LOC410968,FBpp0087926,Drosha
EOG86HJ0N,LOC105837772,LOC551217,FBpp0300817,"Copper transporter 1A, isoform C"
EOG8CVHXK,LOC105837770,LOC724920,FBpp0085530,CG15237
EOG8S1VWX,LOC105839751,E74,FBpp0074967,Ecdysone-induced protein 74EF isoform A
EOG8MSFN9,LOC105837769,LOC725036,FBpp0087569,FI05704p
EOG8TF25X,LOC105840079,LOC551291,FBpp0305100,Spectrin alpha chain
EOG8QRJRG,LOC105829681,LOC724809,FBpp0071142,CG2260
EOG8N328N,LOC105832428,LOC412464,FBpp0071905,Nuclear pore complex protein Nup214
EOG8JM99K,LOC105832429,LOC551396,FBpp0071178,GH13214p
EOG869SFN,LOC105828365,LOC551430,FBpp0073429,CG10362
EOG8H47SC,LOC105840976,LOC551458,FBpp0304137,MIP03712p
EOG8X6DWF,LOC105831959,LOC413812,FBpp0112051,"Cdc42-interacting protein 4, isoform B"
EOG8S1VTZ,LOC105831960,LOC724510,FBpp0071077,Neuropathy target esterase sws
EOG880KJK,LOC105831961,LOC413810,FBpp0073488,Folylpolyglutamate synthase (6.3.2.17)
EOG880KJK,LOC105831961,LOC413810,FBpp0077198,AT16211p
EOG8WWT83,LOC105836675,LOC724489,FBpp0085529,Ubiquitin-like protein 5
EOG8V9WC8,LOC105830818,LOC411404,FBpp0070561,"CG2875, isoform A"
EOG8283PX,LOC105830815,LOC100577120,FBpp0303766,Altered disjunction
EOG8CZD44,LOC105830821,LOC551655,FBpp0089135,Casein kinase II subunit beta
EOG8HX6P7,LOC105830819,LOC413708,FBpp0075743,Delta-aminolevulinic acid dehydratase (4.2.1.24)
EOG8XPS38,LOC105837096,LOC412295,FBpp0073556,RE58242p
EOG8PK3XC,LOC105829609,LOC412294,FBpp0081082,CG1142
EOG8HHQQQ,LOC105830798,LOC552493,FBpp0070533,"CG3603, isoform A"
EOG8FFFPR,LOC105840022,LOC413448,FBpp0070385,Raf homolog serine/threonine-protein kinase phl (2.7.11.1)
EOG89W42D,LOC105840045,LOC411563,FBpp0078854,Myotubularin related protein 1
EOG83BP8S,LOC105835612,LOC408759,FBpp0081012,"CG8671, isoform C"
EOG8V18PB,LOC105835615,LOC408762,FBpp0087092,Small RNA 2'-O-methyltransferase (2.1.1.n8)
EOG8PG7NT,LOC105832536,LOC725829,FBpp0304823,"CG43861, isoform B"
EOG8Z383K,LOC105829195,LOC410973,FBpp0070160,Mediator of RNA polymerase II transcription subunit 22
EOG8NS4ZQ,LOC105840003,LOC410972,FBpp0087063,  
EOG870W4N,LOC105830065,LOC100578226,FBpp0086902,Zinc finger protein GLIS2 homolog
EOG837T33,LOC105830062,LOC551057,FBpp0071023,Autophagy protein 5
EOG8NCP2X,LOC105830061,LOC107964189,FBpp0071007,SD02279p
EOG8SBGJW,LOC105830066,LOC410975,FBpp0099481,RE15579p
EOG8JHF3K,LOC105835042,LOC552489,FBpp0072461,CG13893
EOG8JHF3K,LOC105835042,LOC725676,FBpp0072461,CG13893
EOG82BZXV,LOC105832384,LOC412524,FBpp0113106,Calcium release-activated calcium channel protein 1
EOG83BP9J,LOC105832386,LOC726857,FBpp0085980,CG14490
EOG83BP9J,LOC105832386,LOC726857,FBpp0072352,CG30429
EOG8K3NHB,LOC105832383,LOC726870,FBpp0072251,Zinc finger CCHC domain-containing protein 8 homolog
EOG8PRVFC,LOC105832385,LOC552551,FBpp0072210,"CG13585, isoform A"
EOG8GTN1P,LOC105832743,LOC552563,FBpp0081253,Transcription initiation factor TFIID subunit 7
EOG8T1K79,LOC105838381,LOC552573,FBpp0297588,Oxysterol-binding protein
EOG8RR847,LOC105838382,LOC100577681,FBpp0077617,Protein asteroid
EOG812NTN,LOC105839519,LOC552629,FBpp0290166,Superoxide dismutase [Cu-Zn] (1.15.1.1)
EOG80S248,LOC105839516,LOC552613,FBpp0071122,LD20133p
EOG876MMD,LOC105830865,LOC413363,FBpp0071681,CG6758
EOG8TF27K,LOC105837085,LOC412160,FBpp0082550,CG5073
EOG8C5F7C,LOC105837086,LOC724128,FBpp0077378,Actin-related protein 2/3 complex subunit 5
EOG8T79QH,LOC105833508,LOC410961,FBpp0071189,GM08053p
EOG8PCCDR,LOC105831623,LOC412341,FBpp0080989,GH11368p
EOG8MKQ4D,LOC105833610,LOC412342,FBpp0306263,RE19989p
EOG85QK31,LOC105828837,LOC726071,FBpp0081446,CG11983
EOG8JDJTK,LOC105832305,Nmdar1,FBpp0078410,Glutamate [NMDA] receptor subunit 1
EOG86Q8DH,LOC105832306,LOC409131,FBpp0087139,RE01051p
EOG8F4V11,LOC105828512,LOC409130,FBpp0081412,CG9836
EOG8TF278,LOC105828511,LOC411411,FBpp0072975,LD25561p
EOG8C89FS,LOC105841061,LOC726232,FBpp0091000,FI09731p
EOG8FN66V,LOC105831047,LOC102656155,FBpp0075780,CG6931
EOG8K0S88,LOC105831054,LOC552647,FBpp0076822,E3 ubiquitin-protein ligase Bre1 (6.3.2.-)
EOG8QFZ1S,LOC105838338,LOC413948,FBpp0076821,AT25102p
EOG8DFR8K,LOC105837109,LOC409498,FBpp0078413,KSR
EOG83FJKF,LOC105834960,LOC726496,FBpp0085744,LD06557p
EOG8FN65S,LOC105834959,LOC725931,FBpp0070849,Multiple inositol polyphosphate phosphatase 2
EOG8G1P56,LOC105840820,LOC410964,FBpp0080648,CG10343
EOG880KJP,LOC105840819,LOC410965,FBpp0080646,RE31721p
EOG822C61,LOC105837024,LOC408754,FBpp0077119,"TNF-receptor-associated factor 4, isoform E"
EOG81K11S,LOC105837005,LOC408755,FBpp0303866,  
EOG8XKWV1,LOC105834102,LOC413874,FBpp0074214,  
EOG8DNGTN,LOC105834392,LOC551916,FBpp0291704,SH3BGR protein
EOG8GXH8W,LOC105834391,LOC551948,FBpp0076818,"CG5537, isoform B"
EOG80CK3Z,LOC105830630,LOC411492,FBpp0080988,"CG9323, isoform A"
EOG8M674F,LOC105839687,LOC410954,FBpp0293535,Sterile alpha and TIR motif-containing protein 1
EOG8WWT72,LOC105833799,LOC413194,FBpp0087679,LD20892p
EOG8H73ZC,LOC105832009,LOC727159,FBpp0080529,Restin homolog
EOG8XKWX1,LOC105840574,LOC551607,FBpp0080564,DNA-directed RNA polymerase II subunit RPB11
EOG8ZW6ZM,LOC105840576,LOC409523,FBpp0112423,Mitogen-activated protein kinase ERK-A (2.7.11.24)
EOG8RJHNR,LOC105829718,LOC410114,FBpp0081718,CG6293
EOG8C5F5X,LOC105837027,LOC411420,FBpp0084947,Adenosine receptor
EOG84F7X4,LOC105829167,LOC100576866,FBpp0077129,  
EOG8C2JX8,LOC105828783,LOC409346,FBpp0291301,FI17814p1
EOG8QRJRJ,LOC105828794,LOC409347,FBpp0088537,"CG6686, isoform C"
EOG84BCP7,LOC105829672,LOC552399,FBpp0084850,SD04942p
EOG8FTXMP,LOC105830237,LOC412843,FBpp0085880,Phosphoenolpyruvate carboxykinase [GTP] (4.1.1.32)
EOG8FTXMP,LOC105830237,LOC412843,FBpp0085878,"CG10924, isoform B"
EOG822C69,LOC105838890,LOC409639,FBpp0076331,UPF0183 protein CG7083
EOG80VX99,LOC105836406,LOC100577174,FBpp0070648,Zinc-finger nuclear protein hindsight
EOG84F7ZT,LOC105836403,LOC412846,FBpp0070940,60S ribosomal protein L17
EOG84F7ZT,LOC105836403,LOC412846,FBpp0293897,NAD-dependent protein deacetylase Sirt6 (3.5.1.-)
EOG898WN8,LOC105836405,LOC724947,FBpp0073166,GM04393p
EOG8BCG8G,LOC105833912,LOC724778,FBpp0290293,CG4328
EOG8BCG8G,LOC105833912,LOC724778,FBpp0075685,"CG32105, isoform C"
EOG8JM99N,LOC105840004,LOC412850,FBpp0079496,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog (3.6.4.12)
EOG8RR862,LOC105839995,LOC724628,FBpp0071497,Protein mago nashi
EOG80K9NP,LOC105840008,LOC552076,FBpp0086953,Transcription elongation factor SPT4
EOG8K6HST,LOC105834957,LOC410093,FBpp0085480,Geminin
EOG8PCCDK,LOC105839996,LOC410092,FBpp0080238,"Moladietz, isoform G"
EOG8V713D,LOC105839999,LOC551970,FBpp0307132,Dual oxidase (1.6.3.1)
EOG86Q8F4,LOC105840000,LOC410091,FBpp0079497,"CG13124, isoform D"
EOG86T4NV,LOC105829940,LOC411494,FBpp0079652,"Cdk5 activator-like protein, isoform A"
EOG8GXH9J,LOC105837221,LOC411493,FBpp0090982,CG33635
EOG88WDPX,LOC105839547,LOC552147,FBpp0085872,Kelch domain-containing protein 10 homolog
EOG8K3NHF,LOC105839543,LOC409872,FBpp0112273,"CG30118, isoform B"
EOG8B5QV2,LOC105839542,LOC552192,FBpp0289271,CG42382
EOG8P2RQ0,LOC105832236,LOC100576677,FBpp0290742,Rad51C
EOG8961CH,LOC105832237,LOC413341,FBpp0309691,Helicase domino (3.6.4.-)
EOG88SJDV,LOC105832240,LOC410940,FBpp0073648,CG11156
EOG8N5XJB,LOC105838794,LOC552278,FBpp0303425,Protein-tyrosine sulfotransferase (2.8.2.20)
EOG8F7Q68,LOC105835712,LOC410941,FBpp0071745,CG4610
EOG8SFBTT,LOC105828909,LOC724853,FBpp0074089,  
EOG84F7Z4,LOC105838583,LOC410943,FBpp0070098,"CG13375, isoform A"
EOG8V9WBT,LOC105838581,LOC412883,FBpp0303121,"Allatostatin C receptor 1, isoform D"
EOG8V9WBT,LOC105838581,LOC412883,FBpp0088997,Allatostatin C/drostatin C receptor 1
EOG82FV4C,LOC105837716,LOC724603,FBpp0291483,Guanylate cyclase (4.6.1.2)
EOG82FV4C,LOC105837716,LOC724603,FBpp0291486,Guanylate cyclase (4.6.1.2)
EOG87H7B5,LOC105828557,LOC409653,FBpp0080746,tRNA-splicing ligase RtcB homolog (6.5.1.3)
EOG873RCM,LOC105829073,LOC724129,FBpp0079445,Pescadillo homolog
EOG8C89DQ,LOC105831608,LOC551216,FBpp0079444,Protein pelota (3.1.-.-)
EOG8RJHPQ,LOC105835027,LOC409335,FBpp0077681,  
EOG8J6TBM,LOC105835020,LOC726633,FBpp0072906,SD21833p
EOG8GQRRS,LOC105833930,LOC100578339,FBpp0078730,RE74832p
EOG8H7422,LOC105832454,LOC551479,FBpp0307130,40S ribosomal protein S21
EOG8V9WBF,LOC105827791,LOC410950,FBpp0078058,"CG7324, isoform B"
EOG8V9WBF,LOC105831638,LOC410950,FBpp0078058,"CG7324, isoform B"
EOG86DNRB,LOC105827790,LOC102654169,FBpp0304248,"Acyl carrier protein, mitochondrial"
EOG8V714V,LOC105835877,LOC410949,FBpp0297918,MOB kinase activator-like 4
EOG8ZPGHV,LOC105835875,LOC100578399,FBpp0085454,"CG9422, isoform A"
EOG8CRNN7,LOC105835876,LOC726409,FBpp0085477,Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
EOG8MPK9W,LOC105828761,LOC410944,FBpp0288707,ATP-binding cassette sub-family C member Sur
EOG8VQCDD,LOC105830666,LOC410951,FBpp0293630,"Ataxin-2 binding protein 1, isoform I"
EOG89S7WT,LOC105829354,LOC726282,FBpp0082935,CG14321
EOG8G4JCQ,LOC105835884,LOC408748,FBpp0289218,"Transmembrane protein 11 homolog, mitochondrial"
EOG8Z0CTM,LOC105835887,LOC410952,FBpp0084910,Dehydrogenase/reductase SDR family protein 7-like (1.1.-.-)
EOG8J6TF1,LOC105827786,LOC410953,FBpp0081052,FI20159p1
EOG8WSXZR,LOC105827789,LOC726033,FBpp0079552,RIP-like protein
EOG8HTBCZ,LOC105838502,LOC409865,FBpp0304106,Protein retinal degeneration B
EOG8B8M1S,LOC105840730,LOC413314,FBpp0301158,"CG15312, isoform D"
EOG89S7W4,LOC105840731,LOC413313,FBpp0077551,RE44908p
EOG8N061R,LOC105830296,LOC410958,FBpp0087583,Ubiquitin activating enzyme
EOG8PCCD2,LOC105836477,LOC408752,FBpp0072041,DNA ligase 1 (6.5.1.1)
EOG85B33D,LOC105834725,LOC725830,FBpp0075751,THO complex subunit 6
EOG8B2VJ9,LOC105834727,LOC410957,FBpp0292221,"CG7991, isoform C"
EOG86Q8DC,LOC105830918,LOC100576290,FBpp0072687,Ribosomal protein L23a
EOG86Q8DC,LOC105830918,LOC100576290,FBpp0072685,CG13930
EOG86Q8DC,LOC105830918,LOC100576290,FBpp0072438,LP11180p
EOG8QFZ2X,LOC105836396,LOC408751,FBpp0073970,"CG8974, isoform A"
EOG8QFZ2X,LOC105836396,LOC408751,FBpp0073969,"CG32581, isoform A"
EOG8TMSPD,LOC105839434,LOC408750,FBpp0085902,Gbp protein
EOG8Z90H9,LOC105828643,LOC408749,FBpp0076247,"CG5087, isoform B"
EOG8N062J,LOC105835168,LOC410956,FBpp0076473,Nmo protein
EOG8CRNKW,LOC105839733,LOC725792,FBpp0294066,Transcription factor hamlet
EOG8TB5ZQ,LOC105835937,LOC409968,FBpp0311417,"Sec31, isoform B"
EOG8XD5CC,LOC105835955,LOC551745,FBpp0073007,Integrator 10
EOG8P5MXH,LOC105839290,LOC410936,FBpp0085713,CG11257
EOG8J6TCD,LOC105839291,LOC408742,FBpp0087070,"CG8839, isoform A"
EOG86DNR1,LOC105839614,LOC412929,FBpp0077796,AT02829p
EOG86DNR1,LOC105839614,LOC412929,FBpp0077795,"CG3625, isoform C"
EOG86DNR1,LOC105839614,LOC412929,FBpp0289502,CG6149
EOG80CK43,LOC105839617,LOC411904,FBpp0077788,Protein smoothened
EOG8BP2ZN,LOC105828377,LOC411903,FBpp0076461,GH22222p
EOG8PRVD8,LOC105831829,LOC726147,FBpp0087367,CG17765
EOG8KD88Q,LOC105840340,LOC410027,FBpp0289146,"CG17454, isoform B"
EOG8D80SR,LOC105840341,LOC413689,FBpp0070226,"CG12773, isoform B"
EOG8NZWF2,LOC105831619,LOC412855,FBpp0303244,"Dscam3, isoform C"
EOG85HTMB,LOC105832951,LOC551654,FBpp0072458,CG3402
EOG8W103C,LOC105835158,LOC724188,FBpp0086627,FI02994p
EOG8QVF0F,LOC105835147,LOC409642,FBpp0303198,"CG6282, isoform D"
EOG8VHMXB,LOC105835148,LOC409643,FBpp0075170,Failed axon connections
EOG808PVX,LOC105829581,LOC409644,FBpp0073392,Ecotropic viral integration site 5 ortholog
EOG8PZKV0,LOC105836936,LOC552510,FBpp0086548,Methyltransferase-like protein 16 homolog (2.1.1.-)
EOG8Q5B99,LOC105829127,LOC552519,FBpp0086380,Protein clueless
EOG84BCQM,LOC105829128,LOC552539,FBpp0074121,"CG9099, isoform A"
EOG8HQG6Q,LOC105829129,LOC724343,FBpp0074115,LD45115p
EOG8C89DM,LOC105836981,LOC552571,FBpp0289788,"Autophagy-specific gene 1, isoform B"
EOG87DC42,LOC105831244,LOC552590,FBpp0070469,Transmembrane protein 120 homolog
EOG8K9D0P,LOC105831233,LOC411893,FBpp0081949,"Cytochrome P450 315a1, mitochondrial (1.14.99.-)"
EOG8K9D0P,LOC105831233,LOC411893,FBpp0076251,CG4942
EOG82JQC8,LOC105831268,LOC409256,FBpp0084903,CG7837
EOG8Q5B9C,LOC105837370,LOC409255,FBpp0309061,MIP02960p
EOG8VT7JQ,LOC105837368,LOC410007,FBpp0076862,  
EOG8X994J,LOC105840729,LOC411931,FBpp0289236,CG42360
EOG8ZCVSF,LOC105839454,LOC411376,FBpp0086735,CG6704
EOG8NS50R,LOC105831074,LOC726385,FBpp0082163,CG7488
EOG85MPS7,LOC105838148,LOC550991,FBpp0087072,"CG8841, isoform A"
EOG8SN399,LOC105838793,LOC552093,FBpp0072696,Methyltransferase-like protein (2.1.1.-)
EOG8FTXNM,LOC105830322,LOC409893,FBpp0301014,Protein alan shepard
EOG8S7M9Z,LOC105837259,LOC551375,FBpp0290630,"IA-2 ortholog, isoform E"
EOG8TB5Z3,LOC105839281,LOC409965,FBpp0078013,Cyclin-dependent kinase 12 (2.7.11.23)
EOG8615RS,LOC105839280,LOC409295,FBpp0073049,AT15655p
EOG8H1CGH,LOC105829750,LOC551331,FBpp0077728,"CG2807, isoform A"
EOG8KD874,LOC105829753,LOC724969,FBpp0080063,CG9426
EOG8JDJVF,LOC105828757,LOC551256,FBpp0112547,"CG40191, isoform E"
EOG8GQRTW,LOC105835465,LOC725060,FBpp0085450,"Coenzyme Q-binding protein COQ10, mitochondrial"
EOG8F1ZQZ,LOC105829749,LOC551169,FBpp0085489,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (1.3.5.1)"
EOG8F1ZQZ,LOC105829749,LOC551169,FBpp0074419,RE03249p
EOG82Z6B1,LOC105840794,LOC412111,FBpp0085860,"Dodeca-satellite-binding protein 1, isoform A"
EOG8GTN2G,LOC105840796,LOC102656384,FBpp0110401,MAP kinase phosphatase-1
EOG8N32BF,LOC105840793,LOC725326,FBpp0110275,tRNA pseudouridine synthase (5.4.99.-)
EOG8HTBFB,LOC105837476,LOC725474,FBpp0078059,Polycomb group protein Pc
EOG8HB07Z,LOC105831392,LOC100578925,FBpp0074033,"Tob, isoform E"
EOG82NKN0,LOC105831862,LOC725699,FBpp0087800,CG30357
EOG80K9MX,LOC105832148,LOC408740,FBpp0073043,"CG32264, isoform M"
EOG8CG1ZG,LOC105838039,LOC726042,FBpp0071970,Levy
EOG8CG1ZG,LOC105838039,LOC726042,FBpp0301550,"CG14077, isoform B"
EOG8CG1ZG,LOC105838039,LOC726042,FBpp0086341,CG30093
EOG82FV5N,LOC105837353,LOC726099,FBpp0073888,"CG15643, isoform A"
EOG8HHQPR,LOC105831240,LOC726158,FBpp0297938,"CG17636, isoform B"
EOG8HHQPR,LOC105831240,LOC726158,FBpp0073423,CG1492
EOG8HHQPR,LOC105831240,LOC726158,FBpp0074110,"CG4829, isoform E"
EOG8HHQPR,LOC105831240,LOC726158,FBpp0074393,"Gamma-glutamyl transpeptidase, isoform A"
EOG8QFZ10,LOC105835798,LOC726252,FBpp0296947,Tenectin
EOG8K0S8V,LOC105833320,LOC409795,FBpp0084171,SMG6 protein
EOG879GVV,LOC105832544,LOC413655,FBpp0078358,RH10820p
EOG8K0S8R,LOC105832543,LOC724214,FBpp0078379,Gametogenetin-binding protein 2-like
EOG8JQ5KF,LOC105841136,LOC724256,FBpp0071240,Neuferricin homolog
EOG82RFV3,LOC105832651,LOC409906,FBpp0076090,Transcription initiation factor TFIID subunit 2
EOG80VXBS,LOC105832647,LOC102654488,FBpp0070243,"CG14777, isoform B"
EOG80VXBS,LOC105832647,LOC102654488,FBpp0070244,CG14778
EOG80VXBS,LOC105832647,LOC102654488,FBpp0290527,CG2022
EOG86MD66,LOC105831704,LOC551874,FBpp0081310,CG10435
EOG8FXSX8,LOC105829893,LOC551827,FBpp0079616,CD2 antigen cytoplasmic tail-binding protein 2 homolog
EOG8H1CHD,LOC105831684,LOC724651,FBpp0111505,Fish-lips
EOG89CRVP,LOC105832590,LOC411896,FBpp0079637,GH13952p
EOG89CRVP,LOC105832590,LOC411896,FBpp0310618,CG2528
EOG8P5MXM,LOC105832486,LOC551712,FBpp0308231,  
EOG82VB3S,LOC105837112,LOC413089,FBpp0088549,Protein spinster
EOG89PCM0,LOC105828471,LOC413829,FBpp0111988,"CG12370, isoform B"
EOG89PCM0,LOC105828471,LOC413829,FBpp0086614,Diuretic hormone 44 receptor 1
EOG8PG7P9,LOC105829640,LOC410094,FBpp0084189,"CG11857, isoform B"
EOG8283P2,LOC105839549,LOC412002,FBpp0303730,"CG42593, isoform B"
EOG8WDG03,LOC105839550,LOC725122,FBpp0071081,"Lethal (1) G0193, isoform B"
EOG8WDG03,LOC105839550,LOC725122,FBpp0306860,"CG31664, isoform C"
EOG805TQ2,LOC105839552,LOC551125,FBpp0073623,40S ribosomal protein S15Aa
EOG805TQ2,LOC105839552,LOC551125,FBpp0087321,40S ribosomal protein S15Ab
EOG8X3JN3,LOC105833506,LOC551168,FBpp0309170,Protein sidekick
EOG8GMWKQ,LOC105833486,LOC409404,FBpp0075318,  
EOG8Q86J5,LOC105838816,LOC412256,FBpp0304412,Nucleosome-remodeling factor subunit NURF301
EOG88GXQD,LOC105838818,LOC412265,FBpp0086017,"CG4966, isoform B"
EOG8K3NJ3,LOC105838820,LOC725400,FBpp0077883,4-hydroxyphenylpyruvate dioxygenase
EOG8ZKM94,LOC105835428,LOC412266,FBpp0084306,60S ribosomal protein L27
EOG8J12X2,LOC105835415,LOC412267,FBpp0087722,  
EOG8GXH80,LOC105834185,LOC551478,FBpp0077722,Mediator of RNA polymerase II transcription subunit 15
EOG8NCP1H,LOC105838506,LOC551509,FBpp0075358,SD17927p
EOG8XKWV8,LOC105838505,LOC551538,FBpp0071302,Lysine--tRNA ligase (6.1.1.6)
EOG87H7D0,LOC105832671,LOC102655282,FBpp0075434,AT12351p
EOG800352,LOC105837892,LOC410926,FBpp0080693,Protein phosphatase PHLPP-like protein (3.1.3.16)
EOG8FFFNX,LOC105837893,LOC410117,FBpp0077226,"CG2818, isoform B"
EOG8J3Z3Q,LOC105830494,LOC725895,FBpp0311116,LD09511p
EOG83JDRN,LOC105832016,LOC552021,FBpp0288481,Outer segment 5
EOG8283Q6,LOC105839809,LOC413791,FBpp0303287,MIP14691p
EOG8MW9TC,LOC105836735,LOC409856,FBpp0289753,Guanine nucleotide-releasing factor 2
EOG8C2JZR,LOC105836909,LOC726043,FBpp0070997,CG3040
EOG8Q86JK,LOC105836899,LOC413288,FBpp0085914,Polycomb protein Pcl
EOG83V1G6,LOC105835647,LOC413289,FBpp0070483,Neurogenic locus Notch protein
EOG8KPW0B,LOC105839819,LOC107964132,FBpp0075769,CG14127
EOG81G4SG,LOC105839821,LOC409857,FBpp0070646,Ribosomal RNA small subunit methyltransferase NEP1 (2.1.1.-)
EOG84TQW5,LOC105839824,LOC551826,FBpp0305499,Homeotic protein female sterile
EOG86HHXT,LOC105837386,LOC412924,FBpp0073119,Protein ROP
EOG8N5XJ0,LOC105833798,LOC551521,FBpp0082979,Actin-related protein 5
EOG81ZGXX,LOC105833801,LOC100578233,FBpp0071104,Dynein regulatory complex protein 1 homolog
EOG8JDJVJ,LOC105833614,LOC725167,FBpp0077345,CG15403
EOG8JDJVJ,LOC105833614,LOC725167,FBpp0085407,CG17508
EOG88D2GC,LOC105833615,LOC551124,FBpp0303135,Frizzled
EOG8Z648M,LOC105830299,LOC410918,FBpp0085186,"Protein tramtrack, alpha isoform"
EOG83FJJ8,LOC105836351,LOC410920,FBpp0077623,Major facilitator superfamily transporter 3
EOG886B32,LOC105831328,LOC725401,FBpp0083893,RE11655p
EOG886B32,LOC105831328,LOC725401,FBpp0083892,UPF0692 protein CG33108
EOG8DJMJV,LOC105836346,LOC410922,FBpp0302981,MIP02973p
EOG8M93D9,LOC105834301,LOC724811,FBpp0081993,RE50216p
EOG8HX6QN,LOC105834303,LOC100578530,FBpp0088643,"Cervantes, isoform C"
EOG8HX6QN,LOC105834303,LOC100578530,FBpp0074985,Quijote
EOG8HX6QN,LOC105834303,LOC100578530,FBpp0288957,CG42299
EOG8HQG6H,LOC105834293,LOC551347,FBpp0087273,UPF0605 protein CG18335
EOG841S0M,LOC105834295,LOC551408,FBpp0074301,"CG7192, isoform A"
EOG8SFBVP,LOC105833678,LOC408733,FBpp0077652,RE71494p
EOG80K9KT,LOC105833676,LOC550667,FBpp0085736,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (1.3.5.1)"
EOG80S23R,LOC105833685,LOC551537,FBpp0086132,CG6984
EOG8V9WBG,LOC105829607,LOC410923,FBpp0305866,Dynamin (3.6.5.5)
EOG8V9WBG,LOC105835103,LOC410923,FBpp0305866,Dynamin (3.6.5.5)
EOG86DNQ1,LOC105837761,LOC410925,FBpp0305535,Hormone receptor 4
EOG8WQ2PC,LOC105834665,LOC724344,FBpp0309496,  
EOG8WWT5K,LOC105836465,LOC100578109,FBpp0087272,"NADPH:adrenodoxin oxidoreductase, mitochondrial (1.18.1.6)"
EOG8VT7K9,LOC105836466,LOC100576366,FBpp0288501,CG31812
EOG8TXDG5,LOC105831713,LOC552802,FBpp0080491,GM20557p
EOG8J12WX,LOC105831712,LOC410072,FBpp0078664,26S proteasome non-ATPase regulatory subunit 14 (3.4.19.-)
EOG8JWX1X,LOC105831711,LOC413805,FBpp0072166,H/ACA ribonucleoprotein complex subunit 4 (5.4.99.-)
EOG8VHMTK,LOC105828641,LOC410073,FBpp0070175,CDC45L
EOG808PZK,LOC105831978,LOC726131,FBpp0074536,Mitochondrial import inner membrane translocase subunit Tim10B
EOG8RR85F,LOC105839508,LOC412599,FBpp0081840,"CG17184, isoform A"
EOG8ZSBQ5,LOC105840824,LOC551235,FBpp0076284,"Pixie, isoform A"
EOG8QRJS5,LOC105828675,LOC100576104,FBpp0085423,CG10395
EOG87DC3X,LOC105830968,LOC412616,FBpp0085430,CG10465
EOG8VT7M8,LOC105830970,LOC724166,FBpp0289150,CG30441
EOG893558,LOC105830967,LOC552412,FBpp0085427,  
EOG8JQ5K5,LOC105830972,LOC412956,FBpp0085791,GH20068p
EOG8MKQ36,LOC105836985,LOC100578040,FBpp0087015,Anastral spindle 3
EOG87SV23,LOC105838819,LOC413817,FBpp0079465,"Inositol 1,4,5-triphosphate kinase 1, isoform B"
EOG8ZPGH5,LOC105829510,LOC724559,FBpp0082433,Rad17
EOG83BP98,LOC105837470,LOC408730,FBpp0303435,"CG9784, isoform C"
EOG83BP98,LOC105837470,LOC408730,FBpp0086120,CG6805
EOG8NZWGD,LOC105837471,LOC408729,FBpp0078115,"CG32447, isoform D"
EOG8XPS3W,LOC105836774,LOC410916,FBpp0079522,AT13927p
EOG87PZV7,LOC105840498,LOC408728,FBpp0070295,Mediator of RNA polymerase II transcription subunit 18
EOG88KSZG,LOC105840587,LOC408727,FBpp0087232,"CG7759, isoform A"
EOG8NKDHH,LOC105836462,LOC410915,FBpp0303808,Aquaporin
EOG8NKDHH,LOC105836462,LOC410915,FBpp0293611,"CG7777, isoform A"
EOG8FTXMG,LOC105836463,LOC725061,FBpp0072021,LD15650p
EOG8RZ0N3,LOC105833500,LOC551949,FBpp0080860,Ovarian-specific serine/threonine-protein kinase Lok (2.7.11.1)
EOG880KHG,LOC105833511,LOC100577675,FBpp0079059,Trifunctional purine biosynthetic protein adenosine-3
